Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
BIIB,BIOGEN INC,Health Care,Equity,"14,811,890.06",0.04,"14,811,890.06","104,038.00",142.37,United States,NASDAQ,USD,1,USD,-
LH,LABCORP HOLDINGS INC,Health Care,Equity,"14,698,909.68",0.04,"14,698,909.68","59,332.00",247.74,United States,New York Stock Exchange Inc.,USD,1,USD,-
CMS,CMS ENERGY CORP,Utilities,Equity,"14,511,037.11",0.04,"14,511,037.11","212,367.00",68.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
ZBH,ZIMMER BIOMET HOLDINGS INC,Health Care,Equity,"14,460,497.73",0.04,"14,460,497.73","140,817.00",102.69,United States,New York Stock Exchange Inc.,USD,1,USD,-
PTC,PTC INC,Information Technology,Equity,"14,417,985.76",0.04,"14,417,985.76","84,016.00",171.61,United States,NASDAQ,USD,1,USD,-
CTRA,COTERRA ENERGY INC,Energy,Equity,"14,403,524.52",0.04,"14,403,524.52","525,868.00",27.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
PINS,PINTEREST INC CLASS A,Communication,Equity,"14,380,450.03",0.04,"14,380,450.03","428,117.00",33.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,Equity,"14,351,872.50",0.04,"14,351,872.50","184,590.00",77.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
PODD,INSULET CORP,Health Care,Equity,"14,306,979.78",0.04,"14,306,979.78","49,734.00",287.67,United States,NASDAQ,USD,1,USD,-
NTRA,NATERA INC,Health Care,Equity,"14,303,158.38",0.04,"14,303,158.38","81,667.00",175.14,United States,NASDAQ,USD,1,USD,-
MDB,MONGODB INC CLASS A,Information Technology,Equity,"14,262,358.50",0.04,"14,262,358.50","51,285.00",278.1,United States,NASDAQ,USD,1,USD,-
ILMN,ILLUMINA INC,Health Care,Equity,"13,925,397.20",0.03,"13,925,397.20","113,399.00",122.8,United States,NASDAQ,USD,1,USD,-
MKC,MCCORMICK & CO NON-VOTING INC,Consumer Staples,Equity,"13,911,084.09",0.03,"13,911,084.09","179,939.00",77.31,United States,New York Stock Exchange Inc.,USD,1,USD,-
EIX,EDISON INTERNATIONAL,Utilities,Equity,"13,814,898.90",0.03,"13,814,898.90","270,086.00",51.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
DKNG,DRAFTKINGS INC CLASS A,Consumer Discretionary,Equity,"13,679,600.32",0.03,"13,679,600.32","322,328.00",42.44,United States,NASDAQ,USD,1,USD,-
TPR,TAPESTRY INC,Consumer Discretionary,Equity,"13,646,761.80",0.03,"13,646,761.80","166,019.00",82.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
ULTA,ULTA BEAUTY INC,Consumer Discretionary,Equity,"13,630,705.60",0.03,"13,630,705.60","33,941.00",401.6,United States,NASDAQ,USD,1,USD,-
INVH,INVITATION HOMES INC,Real Estate,Equity,"13,631,622.84",0.03,"13,631,622.84","431,244.00",31.61,United States,New York Stock Exchange Inc.,USD,1,USD,-
DOCU,DOCUSIGN INC,Information Technology,Equity,"13,625,799.95",0.03,"13,625,799.95","145,187.00",93.85,United States,NASDAQ,USD,1,USD,-
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Information Technology,Equity,"13,620,566.40",0.03,"13,620,566.40","36,148.00",376.8,United States,NASDAQ,USD,1,USD,-
STLD,STEEL DYNAMICS INC,Materials,Equity,"13,586,580.80",0.03,"13,586,580.80","105,355.00",128.96,United States,NASDAQ,USD,1,USD,-
ZS,ZSCALER INC,Information Technology,Equity,"13,536,160.17",0.03,"13,536,160.17","66,279.00",204.23,United States,NASDAQ,USD,1,USD,-
TOST,TOAST INC CLASS A,Financials,Equity,"13,520,162.76",0.03,"13,520,162.76","322,062.00",41.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
ESS,ESSEX PROPERTY TRUST REIT INC,Real Estate,Equity,"13,492,734.69",0.03,"13,492,734.69","45,267.00",298.07,United States,New York Stock Exchange Inc.,USD,1,USD,-
LDOS,LEIDOS HOLDINGS INC,Industrials,Equity,"13,456,195.92",0.03,"13,456,195.92","95,556.00",140.82,United States,New York Stock Exchange Inc.,USD,1,USD,-
PKG,PACKAGING CORP OF AMERICA,Materials,Equity,"13,259,384.00",0.03,"13,259,384.00","62,450.00",212.32,United States,New York Stock Exchange Inc.,USD,1,USD,-
LUV,SOUTHWEST AIRLINES,Industrials,Equity,"13,220,898.14",0.03,"13,220,898.14","425,246.00",31.09,United States,New York Stock Exchange Inc.,USD,1,USD,-
LII,LENNOX INTERNATIONAL INC,Industrials,Equity,"13,216,709.64",0.03,"13,216,709.64","22,578.00",585.38,United States,New York Stock Exchange Inc.,USD,1,USD,-
VRSN,VERISIGN INC,Information Technology,Equity,"13,207,937.66",0.03,"13,207,937.66","59,987.00",220.18,United States,NASDAQ,USD,1,USD,-
MAA,MID AMERICA APARTMENT COMMUNITIES,Real Estate,Equity,"13,202,378.02",0.03,"13,202,378.02","83,107.00",158.86,United States,New York Stock Exchange Inc.,USD,1,USD,-
TRU,TRANSUNION,Industrials,Equity,"13,165,056.10",0.03,"13,165,056.10","137,279.00",95.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
BBY,BEST BUY INC,Consumer Discretionary,Equity,"13,129,655.38",0.03,"13,129,655.38","152,777.00",85.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
COO,COOPER INC,Health Care,Equity,"13,092,274.26",0.03,"13,092,274.26","137,394.00",95.29,United States,NASDAQ,USD,1,USD,-
JBL,JABIL INC,Information Technology,Equity,"13,037,066.25",0.03,"13,037,066.25","78,655.00",165.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
BLDR,BUILDERS FIRSTSOURCE INC,Industrials,Equity,"13,019,972.67",0.03,"13,019,972.67","81,441.00",159.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
PFG,PRINCIPAL FINANCIAL GROUP INC,Financials,Equity,"12,999,600.00",0.03,"12,999,600.00","162,495.00",80,United States,NASDAQ,USD,1,USD,-
CLX,CLOROX,Consumer Staples,Equity,"12,958,394.40",0.03,"12,958,394.40","87,794.00",147.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
TRMB,TRIMBLE INC,Information Technology,Equity,"12,902,138.08",0.03,"12,902,138.08","171,184.00",75.37,United States,NASDAQ,USD,1,USD,-
WRB,WR BERKLEY CORP,Financials,Equity,"12,861,001.20",0.03,"12,861,001.20","209,190.00",61.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
FFIV,F5 INC,Information Technology,Equity,"12,838,386.96",0.03,"12,838,386.96","41,759.00",307.44,United States,NASDAQ,USD,1,USD,-
GWRE,GUIDEWIRE SOFTWARE INC,Information Technology,Equity,"12,752,414.62",0.03,"12,752,414.62","58,586.00",217.67,United States,New York Stock Exchange Inc.,USD,1,USD,-
DGX,QUEST DIAGNOSTICS INC,Health Care,Equity,"12,729,995.44",0.03,"12,729,995.44","78,271.00",162.64,United States,New York Stock Exchange Inc.,USD,1,USD,-
FSLR,FIRST SOLAR INC,Information Technology,Equity,"12,730,177.08",0.03,"12,730,177.08","75,924.00",167.67,United States,NASDAQ,USD,1,USD,-
NI,NISOURCE INC,Utilities,Equity,"12,681,638.73",0.03,"12,681,638.73","332,067.00",38.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
TER,TERADYNE INC,Information Technology,Equity,"12,682,987.02",0.03,"12,682,987.02","111,186.00",114.07,United States,NASDAQ,USD,1,USD,-
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,Equity,"12,665,867.20",0.03,"12,665,867.20","26,990.00",469.28,United States,New York Stock Exchange Inc.,USD,1,USD,-
DT,DYNATRACE INC,Information Technology,Equity,"12,619,789.20",0.03,"12,619,789.20","209,910.00",60.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
NTNX,NUTANIX INC CLASS A,Information Technology,Equity,"12,604,640.10",0.03,"12,604,640.10","177,906.00",70.85,United States,NASDAQ,USD,1,USD,-
SNA,SNAP ON INC,Industrials,Equity,"12,477,905.28",0.03,"12,477,905.28","36,717.00",339.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
SSNC,SS AND C TECHNOLOGIES HOLDINGS INC,Industrials,Equity,"12,456,994.80",0.03,"12,456,994.80","152,286.00",81.8,United States,NASDAQ,USD,1,USD,-
EQH,EQUITABLE HOLDINGS INC,Financials,Equity,"12,169,786.20",0.03,"12,169,786.20","232,870.00",52.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
BURL,BURLINGTON STORES INC,Consumer Discretionary,Equity,"12,102,436.48",0.03,"12,102,436.48","44,917.00",269.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
MAS,MASCO CORP,Industrials,Equity,"12,083,439.20",0.03,"12,083,439.20","156,016.00",77.45,United States,New York Stock Exchange Inc.,USD,1,USD,-
ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,Real Estate,Equity,"11,973,053.78",0.03,"11,973,053.78","123,919.00",96.62,United States,New York Stock Exchange Inc.,USD,1,USD,-
RBA,RB GLOBAL INC,Industrials,Equity,"11,970,355.05",0.03,"11,970,355.05","130,695.00",91.59,Canada,New York Stock Exchange Inc.,USD,1,USD,-
J,JACOBS SOLUTIONS INC,Industrials,Equity,"11,907,083.40",0.03,"11,907,083.40","89,205.00",133.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
SMCI,SUPER MICRO COMPUTER INC,Information Technology,Equity,"11,887,585.92",0.03,"11,887,585.92","351,288.00",33.84,United States,NASDAQ,USD,1,USD,-
XPO,XPO INC,Industrials,Equity,"11,813,473.83",0.03,"11,813,473.83","80,413.00",146.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
MOH,MOLINA HEALTHCARE INC,Health Care,Equity,"11,772,908.07",0.03,"11,772,908.07","41,307.00",285.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
KEY,KEYCORP,Financials,Equity,"11,773,548.60",0.03,"11,773,548.60","655,908.00",17.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
GPC,GENUINE PARTS,Consumer Discretionary,Equity,"11,750,409.84",0.03,"11,750,409.84","99,546.00",118.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
BAH,BOOZ ALLEN HAMILTON HOLDING CORP C,Industrials,Equity,"11,731,990.28",0.03,"11,731,990.28","90,833.00",129.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
FIX,COMFORT SYSTEMS USA INC,Industrials,Equity,"11,727,778.50",0.03,"11,727,778.50","24,966.00",469.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
ENTG,ENTEGRIS INC,Information Technology,Equity,"11,651,691.87",0.03,"11,651,691.87","106,379.00",109.53,United States,NASDAQ,USD,1,USD,-
WSO,WATSCO INC,Industrials,Equity,"11,641,606.88",0.03,"11,641,606.88","24,592.00",473.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
PNR,PENTAIR,Industrials,Equity,"11,638,635.89",0.03,"11,638,635.89","118,003.00",98.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
DPZ,DOMINOS PIZZA INC,Consumer Discretionary,Equity,"11,617,185.28",0.03,"11,617,185.28","24,688.00",470.56,United States,NASDAQ,USD,1,USD,-
ALGN,ALIGN TECHNOLOGY INC,Health Care,Equity,"11,606,460.24",0.03,"11,606,460.24","53,148.00",218.38,United States,NASDAQ,USD,1,USD,-
USFD,US FOODS HOLDING CORP,Consumer Staples,Equity,"11,599,533.36",0.03,"11,599,533.36","163,558.00",70.92,United States,New York Stock Exchange Inc.,USD,1,USD,-
TSN,TYSON FOODS INC CLASS A,Consumer Staples,Equity,"11,578,685.58",0.03,"11,578,685.58","201,649.00",57.42,United States,New York Stock Exchange Inc.,USD,1,USD,-
OMC,OMNICOM GROUP INC,Communication,Equity,"11,562,252.10",0.03,"11,562,252.10","137,270.00",84.23,United States,New York Stock Exchange Inc.,USD,1,USD,-
CSL,CARLISLE COMPANIES INC,Industrials,Equity,"11,448,156.16",0.03,"11,448,156.16","32,768.00",349.37,United States,New York Stock Exchange Inc.,USD,1,USD,-
CASY,CASEYS GENERAL STORES INC,Consumer Staples,Equity,"11,416,696.83",0.03,"11,416,696.83","26,229.00",435.27,United States,NASDAQ,USD,1,USD,-
AFRM,AFFIRM HOLDINGS INC CLASS A,Financials,Equity,"11,380,586.75",0.03,"11,380,586.75","184,301.00",61.75,United States,NASDAQ,USD,1,USD,-
DG,DOLLAR GENERAL CORP,Consumer Staples,Equity,"11,342,916.37",0.03,"11,342,916.37","156,217.00",72.61,United States,New York Stock Exchange Inc.,USD,1,USD,-
OC,OWENS CORNING,Industrials,Equity,"11,236,894.60",0.03,"11,236,894.60","61,090.00",183.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
BAX,BAXTER INTERNATIONAL INC,Health Care,Equity,"11,142,313.26",0.03,"11,142,313.26","361,646.00",30.81,United States,New York Stock Exchange Inc.,USD,1,USD,-
SOFI,SOFI TECHNOLOGIES INC,Financials,Equity,"11,135,357.20",0.03,"11,135,357.20","752,389.00",14.8,United States,NASDAQ,USD,1,USD,-
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,Equity,"11,076,539.52",0.03,"11,076,539.52","100,041.00",110.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
OKTA,OKTA INC CLASS A,Information Technology,Equity,"11,072,786.94",0.03,"11,072,786.94","113,602.00",97.47,United States,NASDAQ,USD,1,USD,-
RPM,RPM INTERNATIONAL INC,Materials,Equity,"11,067,144.96",0.03,"11,067,144.96","89,598.00",123.52,United States,New York Stock Exchange Inc.,USD,1,USD,-
L,LOEWS CORP,Financials,Equity,"11,029,904.98",0.03,"11,029,904.98","127,058.00",86.81,United States,New York Stock Exchange Inc.,USD,1,USD,-
UTHR,UNITED THERAPEUTICS CORP,Health Care,Equity,"10,947,147.50",0.03,"10,947,147.50","30,946.00",353.75,United States,NASDAQ,USD,1,USD,-
SUI,SUN COMMUNITIES REIT INC,Real Estate,Equity,"10,916,618.99",0.03,"10,916,618.99","87,103.00",125.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
RS,RELIANCE STEEL & ALUMINUM,Materials,Equity,"10,904,504.80",0.03,"10,904,504.80","38,248.00",285.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
LNT,ALLIANT ENERGY CORP,Utilities,Equity,"10,849,795.58",0.03,"10,849,795.58","182,227.00",59.54,United States,NASDAQ,USD,1,USD,-
IEX,IDEX CORP,Industrials,Equity,"10,805,735.16",0.03,"10,805,735.16","54,213.00",199.32,United States,New York Stock Exchange Inc.,USD,1,USD,-
FNF,FIDELITY NATIONAL FINANCIAL INC,Financials,Equity,"10,801,396.98",0.03,"10,801,396.98","184,734.00",58.47,United States,New York Stock Exchange Inc.,USD,1,USD,-
USD,USD CASH,Cash and/or Derivatives,Cash,"10,768,924.06",0.03,"10,768,924.06","10,768,924.00",100,United States,-,USD,1,USD,-
BALL,BALL CORP,Materials,Equity,"10,756,240.92",0.03,"10,756,240.92","209,796.00",51.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
RGA,REINSURANCE GROUP OF AMERICA INC,Financials,Equity,"10,727,465.58",0.03,"10,727,465.58","46,542.00",230.49,United States,New York Stock Exchange Inc.,USD,1,USD,-
HEIA,HEICO CORP CLASS A,Industrials,Equity,"10,703,092.14",0.03,"10,703,092.14","57,294.00",186.81,United States,New York Stock Exchange Inc.,USD,1,USD,-
GEN,GEN DIGITAL INC,Information Technology,Equity,"10,691,354.52",0.03,"10,691,354.52","385,691.00",27.72,United States,NASDAQ,USD,1,USD,-
DLTR,DOLLAR TREE INC,Consumer Staples,Equity,"10,657,924.92",0.03,"10,657,924.92","143,021.00",74.52,United States,NASDAQ,USD,1,USD,-
NBIX,NEUROCRINE BIOSCIENCES INC,Health Care,Equity,"10,647,980.46",0.03,"10,647,980.46","70,746.00",150.51,United States,NASDAQ,USD,1,USD,-
HOLX,HOLOGIC INC,Health Care,Equity,"10,617,037.20",0.03,"10,617,037.20","162,216.00",65.45,United States,NASDAQ,USD,1,USD,-
APTV,APTIV PLC,Consumer Discretionary,Equity,"10,617,220.44",0.03,"10,617,220.44","167,253.00",63.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,Equity,"10,597,607.51",0.03,"10,597,607.51","106,391.00",99.61,United States,NASDAQ,USD,1,USD,-
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,Equity,"10,546,101.68",0.03,"10,546,101.68","249,199.00",42.32,United States,New York Stock Exchange Inc.,USD,1,USD,-
EL,ESTEE LAUDER INC CLASS A,Consumer Staples,Equity,"10,547,829.18",0.03,"10,547,829.18","164,143.00",64.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
AVTR,AVANTOR INC,Health Care,Equity,"10,518,337.20",0.03,"10,518,337.20","484,716.00",21.7,United States,New York Stock Exchange Inc.,USD,1,USD,-
KIM,KIMCO REALTY REIT CORP,Real Estate,Equity,"10,495,073.61",0.03,"10,495,073.61","468,321.00",22.41,United States,New York Stock Exchange Inc.,USD,1,USD,-
ACM,AECOM,Industrials,Equity,"10,495,368.99",0.03,"10,495,368.99","96,937.00",108.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
RVTY,REVVITY INC,Health Care,Equity,"10,457,362.44",0.03,"10,457,362.44","87,759.00",119.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
EPAM,EPAM SYSTEMS INC,Information Technology,Equity,"10,404,180.46",0.03,"10,404,180.46","39,371.00",264.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
EVRG,EVERGY INC,Utilities,Equity,"10,378,564.56",0.03,"10,378,564.56","158,403.00",65.52,United States,NASDAQ,USD,1,USD,-
CF,CF INDUSTRIES HOLDINGS INC,Materials,Equity,"10,375,192.56",0.03,"10,375,192.56","123,338.00",84.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
AVY,AVERY DENNISON CORP,Materials,Equity,"10,311,066.72",0.03,"10,311,066.72","56,754.00",181.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
EG,EVEREST GROUP LTD,Financials,Equity,"10,287,753.30",0.03,"10,287,753.30","30,591.00",336.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
AMCR,AMCOR PLC,Materials,Equity,"10,267,269.68",0.03,"10,267,269.68","1,023,656.00",10.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
TW,TRADEWEB MARKETS INC CLASS A,Financials,Equity,"10,240,157.40",0.03,"10,240,157.40","82,970.00",123.42,United States,NASDAQ,USD,1,USD,-
EWBC,EAST WEST BANCORP INC,Financials,Equity,"10,122,281.90",0.03,"10,122,281.90","99,170.00",102.07,United States,NASDAQ,USD,1,USD,-
DUOL,DUOLINGO INC CLASS A,Consumer Discretionary,Equity,"10,117,130.24",0.03,"10,117,130.24","25,984.00",389.36,United States,NASDAQ,USD,1,USD,-
UDR,UDR REIT INC,Real Estate,Equity,"10,053,942.33",0.03,"10,053,942.33","233,867.00",42.99,United States,New York Stock Exchange Inc.,USD,1,USD,-
ROL,ROLLINS INC,Industrials,Equity,"9,953,641.18",0.02,"9,953,641.18","198,043.00",50.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
BJ,BJS WHOLESALE CLUB HOLDINGS INC,Consumer Staples,Equity,"9,940,512.72",0.02,"9,940,512.72","94,098.00",105.64,United States,New York Stock Exchange Inc.,USD,1,USD,-
TXT,TEXTRON INC,Industrials,Equity,"9,935,749.94",0.02,"9,935,749.94","132,019.00",75.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
GGG,GRACO INC,Industrials,Equity,"9,877,813.92",0.02,"9,877,813.92","117,258.00",84.24,United States,New York Stock Exchange Inc.,USD,1,USD,-
DOC,HEALTHPEAK PROPERTIES INC,Real Estate,Equity,"9,873,185.80",0.02,"9,873,185.80","490,715.00",20.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
JBHT,JB HUNT TRANSPORT SERVICES INC,Industrials,Equity,"9,868,647.52",0.02,"9,868,647.52","58,384.00",169.03,United States,NASDAQ,USD,1,USD,-
Z,ZILLOW GROUP INC CLASS C,Real Estate,Equity,"9,833,697.00",0.02,"9,833,697.00","113,031.00",87,United States,NASDAQ,USD,1,USD,-
KMX,CARMAX INC,Consumer Discretionary,Equity,"9,707,711.04",0.02,"9,707,711.04","112,176.00",86.54,United States,New York Stock Exchange Inc.,USD,1,USD,-
DKS,DICKS SPORTING INC,Consumer Discretionary,Equity,"9,665,732.14",0.02,"9,665,732.14","40,237.00",240.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
TOL,TOLL BROTHERS INC,Consumer Discretionary,Equity,"9,625,698.30",0.02,"9,625,698.30","72,390.00",132.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
JLL,JONES LANG LASALLE INC,Real Estate,Equity,"9,614,276.98",0.02,"9,614,276.98","34,022.00",282.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
REG,REGENCY CENTERS REIT CORP,Real Estate,Equity,"9,573,593.25",0.02,"9,573,593.25","131,235.00",72.95,United States,NASDAQ,USD,1,USD,-
PFGC,PERFORMANCE FOOD GROUP,Consumer Staples,Equity,"9,542,451.12",0.02,"9,542,451.12","109,482.00",87.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
CIEN,CIENA CORP,Information Technology,Equity,"9,498,240.00",0.02,"9,498,240.00","102,000.00",93.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
JEF,JEFFERIES FINANCIAL GROUP INC,Financials,Equity,"9,471,833.19",0.02,"9,471,833.19","123,831.00",76.49,United States,New York Stock Exchange Inc.,USD,1,USD,-
SWK,STANLEY BLACK & DECKER INC,Industrials,Equity,"9,455,426.42",0.02,"9,455,426.42","110,062.00",85.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
SAIA,SAIA INC,Industrials,Equity,"9,456,525.06",0.02,"9,456,525.06","18,598.00",508.47,United States,NASDAQ,USD,1,USD,-
UNM,UNUM,Financials,Equity,"9,409,785.77",0.02,"9,409,785.77","122,731.00",76.67,United States,New York Stock Exchange Inc.,USD,1,USD,-
CW,CURTISS WRIGHT CORP,Industrials,Equity,"9,401,001.10",0.02,"9,401,001.10","26,837.00",350.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
THC,TENET HEALTHCARE CORP,Health Care,Equity,"9,396,097.80",0.02,"9,396,097.80","67,211.00",139.8,United States,New York Stock Exchange Inc.,USD,1,USD,-
FTI,TECHNIPFMC PLC,Energy,Equity,"9,301,071.87",0.02,"9,301,071.87","301,689.00",30.83,United States,New York Stock Exchange Inc.,USD,1,USD,-
VTRS,VIATRIS INC,Health Care,Equity,"9,278,123.60",0.02,"9,278,123.60","851,204.00",10.9,United States,NASDAQ,USD,1,USD,-
ITCI,INTRA CELLULAR THERAPIES INC,Health Care,Equity,"9,265,141.20",0.02,"9,265,141.20","72,885.00",127.12,United States,NASDAQ,USD,1,USD,-
OWL,BLUE OWL CAPITAL INC CLASS A,Financials,Equity,"9,121,205.72",0.02,"9,121,205.72","368,236.00",24.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
JKHY,JACK HENRY AND ASSOCIATES INC,Financials,Equity,"9,081,925.58",0.02,"9,081,925.58","52,234.00",173.87,United States,NASDAQ,USD,1,USD,-
GLPI,GAMING AND LEISURE PROPERTIES REIT,Real Estate,Equity,"9,055,764.92",0.02,"9,055,764.92","183,538.00",49.34,United States,NASDAQ,USD,1,USD,-
TKO,TKO GROUP HOLDINGS INC CLASS A,Communication,Equity,"9,023,407.33",0.02,"9,023,407.33","55,973.00",161.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,Equity,"8,934,619.14",0.02,"8,934,619.14","134,517.00",66.42,United States,New York Stock Exchange Inc.,USD,1,USD,-
POOL,POOL CORP,Consumer Discretionary,Equity,"8,932,928.28",0.02,"8,932,928.28","26,428.00",338.01,United States,NASDAQ,USD,1,USD,-
COHR,COHERENT CORP,Information Technology,Equity,"8,902,363.36",0.02,"8,902,363.36","88,616.00",100.46,United States,New York Stock Exchange Inc.,USD,1,USD,-
CPT,CAMDEN PROPERTY TRUST REIT,Real Estate,Equity,"8,727,572.70",0.02,"8,727,572.70","74,151.00",117.7,United States,New York Stock Exchange Inc.,USD,1,USD,-
NDSN,NORDSON CORP,Industrials,Equity,"8,722,448.90",0.02,"8,722,448.90","40,513.00",215.3,United States,NASDAQ,USD,1,USD,-
RPRX,ROYALTY PHARMA PLC CLASS A,Health Care,Equity,"8,709,983.20",0.02,"8,709,983.20","277,388.00",31.4,United States,NASDAQ,USD,1,USD,-
WPC,W. P. CAREY REIT INC,Real Estate,Equity,"8,684,784.90",0.02,"8,684,784.90","154,809.00",56.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
RNR,RENAISSANCERE HOLDING LTD,Financials,Equity,"8,677,938.40",0.02,"8,677,938.40","36,020.00",240.92,United States,New York Stock Exchange Inc.,USD,1,USD,-
CLH,CLEAN HARBORS INC,Industrials,Equity,"8,672,736.45",0.02,"8,672,736.45","36,617.00",236.85,United States,New York Stock Exchange Inc.,USD,1,USD,-
FOXA,FOX CORP CLASS A,Communication,Equity,"8,647,347.28",0.02,"8,647,347.28","162,422.00",53.24,United States,NASDAQ,USD,1,USD,-
MANH,MANHATTAN ASSOCIATES INC,Information Technology,Equity,"8,602,774.31",0.02,"8,602,774.31","43,433.00",198.07,United States,NASDAQ,USD,1,USD,-
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Consumer Discretionary,Equity,"8,605,660.56",0.02,"8,605,660.56","304,302.00",28.28,United States,New York Stock Exchange Inc.,USD,1,USD,-
ITT,ITT INC,Industrials,Equity,"8,567,328.36",0.02,"8,567,328.36","58,524.00",146.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
BMRN,BIOMARIN PHARMACEUTICAL INC,Health Care,Equity,"8,559,471.90",0.02,"8,559,471.90","133,035.00",64.34,United States,NASDAQ,USD,1,USD,-
FHN,FIRST HORIZON CORP,Financials,Equity,"8,547,919.86",0.02,"8,547,919.86","381,774.00",22.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
EMN,EASTMAN CHEMICAL,Materials,Equity,"8,498,954.32",0.02,"8,498,954.32","83,932.00",101.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
AMH,AMERICAN HOMES RENT REIT CLASS A,Real Estate,Equity,"8,488,103.16",0.02,"8,488,103.16","240,252.00",35.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
INCY,INCYTE CORP,Health Care,Equity,"8,484,789.70",0.02,"8,484,789.70","113,206.00",74.95,United States,NASDAQ,USD,1,USD,-
CAG,CONAGRA BRANDS INC,Consumer Staples,Equity,"8,481,041.06",0.02,"8,481,041.06","339,106.00",25.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
TXRH,TEXAS ROADHOUSE INC,Consumer Discretionary,Equity,"8,409,634.70",0.02,"8,409,634.70","47,126.00",178.45,United States,NASDAQ,USD,1,USD,-
WWD,WOODWARD INC,Industrials,Equity,"8,322,800.73",0.02,"8,322,800.73","42,837.00",194.29,United States,NASDAQ,USD,1,USD,-
HST,HOST HOTELS & RESORTS REIT INC,Real Estate,Equity,"8,315,074.83",0.02,"8,315,074.83","498,207.00",16.69,United States,NASDAQ,USD,1,USD,-
JNPR,JUNIPER NETWORKS INC,Information Technology,Equity,"8,269,632.00",0.02,"8,269,632.00","229,712.00",36,United States,New York Stock Exchange Inc.,USD,1,USD,-
